,country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,New_deaths,population,ratio
3958,Chile,CHL,03/07/2021,23448227,12915348,10978070,221,19248722,67.09717144
3959,Chile,CHL,04/07/2021,23452738,12917755,10980575,164,19248722,67.10967616
3960,Chile,CHL,05/07/2021,23607865,12975934,11087933,130,19248722,67.4119248
3961,Chile,CHL,06/07/2021,23738202,13027240,11174558,146,19248722,67.67846717
3962,Chile,CHL,07/07/2021,23900387,13105864,11262919,39,19248722,68.08693065
3963,Chile,CHL,08/07/2021,24057076,13167789,11361551,40,19248722,68.40864032
3964,Chile,CHL,09/07/2021,24196606,13222301,11450487,186,19248722,68.69183835
3965,Chile,CHL,10/07/2021,24240040,13243884,11473913,122,19248722,68.80396527
3966,Chile,CHL,11/07/2021,24245154,13246457,11476625,131,19248722,68.81733239
3967,Chile,CHL,12/07/2021,24424959,13299758,11607220,110,19248722,69.09423909
3968,Chile,CHL,13/07/2021,24609024,13382818,11711060,103,19248722,69.52574825
3969,Chile,CHL,14/07/2021,24771973,13440271,11819280,36,19248722,69.82422521
3970,Chile,CHL,15/07/2021,24939391,13517116,11915160,33,19248722,70.22344652
3971,Chile,CHL,16/07/2021,24944220,13519341,11917861,158,19248722,70.23500573
3972,Chile,CHL,17/07/2021,24968114,13529773,11931792,102,19248722,70.28920154
3973,Chile,CHL,18/07/2021,24970349,13530806,11933096,94,19248722,70.29456813
3974,Chile,CHL,19/07/2021,25093738,13581106,12008820,111,19248722,70.55588418
3975,Chile,CHL,20/07/2021,25228189,13623053,12103061,25,19248722,70.77380514
3976,Chile,CHL,21/07/2021,25333059,13657814,12174572,30,19248722,70.95439375
3977,Chile,CHL,22/07/2021,25411488,13695269,12217140,42,19248722,71.1489781
3978,Chile,CHL,23/07/2021,25527610,13754689,12275072,181,19248722,71.45767392
3979,Chile,CHL,24/07/2021,25562233,13779161,12286650,83,19248722,71.58480963
3980,Chile,CHL,25/07/2021,25565197,13781265,12287552,83,19248722,71.59574023
3981,Chile,CHL,26/07/2021,25622004,13797703,12328871,68,19248722,71.6811381
3982,Chile,CHL,27/07/2021,25673104,13807771,12370682,93,19248722,71.73344287
3983,Chile,CHL,28/07/2021,25708302,13815382,12398802,32,19248722,71.77298316
3984,Chile,CHL,29/07/2021,25798642,13824518,12480485,25,19248722,71.82044605
3985,Chile,CHL,30/07/2021,25875442,13833167,12548911,119,19248722,71.86537891
3986,Chile,CHL,31/07/2021,25886651,13834239,12559060,71,19248722,71.87094811
3987,Chile,CHL,01/08/2021,25887121,13834274,12559496,82,19248722,71.87112994
3988,Chile,CHL,02/08/2021,26011356,13934813,12584191,80,19248722,72.39344513
3989,Chile,CHL,03/08/2021,26150421,14048489,12610434,88,19248722,72.98400902
3990,Chile,CHL,04/08/2021,26215167,14053506,12670387,24,19248722,73.01007308
3991,Chile,CHL,05/08/2021,26261488,14056955,12713441,31,19248722,73.02799116
3992,Chile,CHL,06/08/2021,26296211,14060126,12745173,135,19248722,73.04446498
3993,Chile,CHL,07/08/2021,26297379,14060383,12746100,74,19248722,73.04580013
3994,Chile,CHL,08/08/2021,26297457,14060439,12746122,71,19248722,73.04609106
3995,Chile,CHL,09/08/2021,26395803,14137561,12767566,65,19248722,73.44675143
3996,Chile,CHL,10/08/2021,26483594,14205851,12787290,91,19248722,73.80152823
3997,Chile,CHL,11/08/2021,26674513,14208782,12905250,31,19248722,73.81675521
3998,Chile,CHL,12/08/2021,26846306,14211225,12984683,19,19248722,73.82944696
3999,Chile,CHL,13/08/2021,26994648,14213420,13033872,86,19248722,73.84085032
4000,Chile,CHL,14/08/2021,26999418,14213714,13034892,44,19248722,73.84237769
4001,Chile,CHL,15/08/2021,26999930,14213938,13035092,44,19248722,73.8435414
4002,Chile,CHL,16/08/2021,27219183,14252918,13057488,49,19248722,74.04604836
4003,Chile,CHL,17/08/2021,27458674,14290287,13084317,40,19248722,74.24018592
4004,Chile,CHL,18/08/2021,27649119,14293515,13162658,18,19248722,74.25695586
4005,Chile,CHL,19/08/2021,27818961,14296570,13223367,18,19248722,74.27282705
4006,Chile,CHL,20/08/2021,27969083,14299751,13279809,68,19248722,74.28935282
4007,Chile,CHL,21/08/2021,27975546,14301100,13282797,42,19248722,74.29636108
4008,Chile,CHL,22/08/2021,27976854,14301793,13283610,39,19248722,74.29996132
4009,Chile,CHL,23/08/2021,28096016,14331764,13313361,45,19248722,74.45566516
4010,Chile,CHL,24/08/2021,28214787,14358700,13336077,38,19248722,74.59560172
4011,Chile,CHL,25/08/2021,28327996,14376655,13353149,13,19248722,74.68888064
4012,Chile,CHL,26/08/2021,28512361,14379715,13434294,17,19248722,74.7047778
4013,Chile,CHL,27/08/2021,28645793,14382594,13488232,60,19248722,74.71973464
4014,Chile,CHL,28/08/2021,28650047,14383870,13490422,29,19248722,74.72636365
4015,Chile,CHL,29/08/2021,28650905,14384343,13490984,34,19248722,74.72882096
4016,Chile,CHL,30/08/2021,28844726,14406301,13572165,44,19248722,74.84289606
4017,Chile,CHL,31/08/2021,29047983,14428238,13666737,38,19248722,74.95686207
4018,Chile,CHL,01/09/2021,29205074,14431018,13701337,14,19248722,74.97130459
4019,Chile,CHL,02/09/2021,29345581,14433405,13726002,8,19248722,74.98370541
4020,Chile,CHL,03/09/2021,29447648,14435680,13744111,50,19248722,74.99552438
4021,Chile,CHL,04/09/2021,29450325,14436221,13744950,46,19248722,74.99833495
4022,Chile,CHL,05/09/2021,29450615,14436363,13745108,26,19248722,74.99907267
4023,Chile,CHL,06/09/2021,29605338,14453455,13806663,23,19248722,75.08786817
4024,Chile,CHL,07/09/2021,29788172,14470765,13869884,18,19248722,75.17779622
4025,Chile,CHL,08/09/2021,29938847,14472669,13885808,7,19248722,75.18768779
4026,Chile,CHL,09/09/2021,30076318,14474402,13897451,7,19248722,75.19669098
4027,Chile,CHL,10/09/2021,30211278,14475893,13906986,37,19248722,75.20443695
4028,Chile,CHL,11/09/2021,30214625,14476270,13907604,19,19248722,75.20639552
4029,Chile,CHL,12/09/2021,30214942,14476317,13907662,23,19248722,75.20663969
4030,Chile,CHL,13/09/2021,30403486,14538829,13947513,31,19248722,75.53139892
4031,Chile,CHL,14/09/2021,30577584,14586749,13987493,21,19248722,75.78035051
4032,Chile,CHL,15/09/2021,30714293,14638739,14003801,0,19248722,76.05044636
4033,Chile,CHL,16/09/2021,30777598,14663047,14012291,8,19248722,76.17673007
4034,Chile,CHL,17/09/2021,30777773,14663120,14012344,32,19248722,76.17710932
4035,Chile,CHL,18/09/2021,30777791,14663134,14012358,25,19248722,76.17718205
4036,Chile,CHL,19/09/2021,30777796,14663137,14012363,21,19248722,76.17719763
4037,Chile,CHL,20/09/2021,30920906,14727511,14035735,20,19248722,76.51163023
4038,Chile,CHL,21/09/2021,31077377,14787798,14060192,8,19248722,76.82483024
4039,Chile,CHL,22/09/2021,31241637,14859861,14078198,7,19248722,77.19920834
4040,Chile,CHL,23/09/2021,31383636,14910029,14089509,5,19248722,77.45983863
4041,Chile,CHL,24/09/2021,31530800,14980411,14099232,31,19248722,77.82548369
4042,Chile,CHL,25/09/2021,31533464,14981263,14099633,13,19248722,77.82990995
4043,Chile,CHL,26/09/2021,31533787,14981407,14099694,9,19248722,77.83065806
4044,Chile,CHL,27/09/2021,31732217,15080416,14117590,8,19248722,78.34502467
4045,Chile,CHL,28/09/2021,31965404,15201756,14137737,5,19248722,78.97540419
4046,Chile,CHL,29/09/2021,32187066,15325722,14149367,4,19248722,79.61942616
4047,Chile,CHL,30/09/2021,32387642,15441177,14158288,6,19248722,80.21923222
4048,Chile,CHL,01/10/2021,32570096,15546736,14166077,13,19248722,80.76762707
4049,Chile,CHL,02/10/2021,32578501,15552722,14166444,8,19248722,80.79872523
4050,Chile,CHL,03/10/2021,32579449,15553163,14166528,8,19248722,80.8010163
4051,Chile,CHL,04/10/2021,32749959,15637055,14181835,10,19248722,81.23684783
4052,Chile,CHL,05/10/2021,32918830,15714334,14197628,6,19248722,81.63832383
4053,Chile,CHL,06/10/2021,33073084,15784349,14205183,6,19248722,82.00206227
4054,Chile,CHL,07/10/2021,33227965,15848328,14211319,6,19248722,82.33444277
4055,Chile,CHL,08/10/2021,33372667,15903128,14216936,21,19248722,82.619137
4056,Chile,CHL,09/10/2021,33376397,15905189,14217220,9,19248722,82.6298442
4057,Chile,CHL,10/10/2021,33376789,15905292,14217239,12,19248722,82.63037931
4058,Chile,CHL,11/10/2021,33378252,15905810,14217487,10,19248722,82.63307039
4059,Chile,CHL,12/10/2021,33586736,15963836,14277294,7,19248722,82.93452417
4060,Chile,CHL,13/10/2021,33807863,16021846,14326716,3,19248722,83.23589483
4061,Chile,CHL,14/10/2021,33999971,16071627,14355933,4,19248722,83.4945146
4062,Chile,CHL,15/10/2021,34171889,16111745,14372509,5,19248722,83.70293363
4063,Chile,CHL,16/10/2021,34177962,16113580,14372901,11,19248722,83.71246673
4064,Chile,CHL,17/10/2021,34178774,16113685,14372937,3,19248722,83.71301222
4065,Chile,CHL,18/10/2021,34367672,16153436,14417849,12,19248722,83.91952463
4066,Chile,CHL,19/10/2021,34591515,16198828,14469697,11,19248722,84.15534288
4067,Chile,CHL,20/10/2021,34826740,16238684,14528624,3,19248722,84.36240079
4068,Chile,CHL,21/10/2021,35054969,16274866,14574364,5,19248722,84.55037171
4069,Chile,CHL,22/10/2021,35293270,16304478,14626539,12,19248722,84.70421049
4070,Chile,CHL,23/10/2021,35302623,16305868,14627621,11,19248722,84.71143175
4071,Chile,CHL,24/10/2021,35303092,16305900,14627647,11,19248722,84.711598
4072,China,CHN,26/08/2021,2003914000,1072500000,889439000,1,1445862313,74.17718758
4073,China,CHN,06/09/2021,2113083000,1095000000,969720000,0,1445862313,75.73335235
4074,China,CHN,18/09/2021,2174043000,1100842000,1022207000,0,1445862313,76.13740189
4075,Colombia,COL,13/03/2021,782301,749059,33242,85,51403567,1.457212104
4076,Colombia,COL,14/03/2021,843204,803656,39548,92,51403567,1.563424577
4077,Colombia,COL,15/03/2021,913961,868994,44967,96,51403567,1.690532488
4078,Colombia,COL,16/03/2021,976137,928927,47210,97,51403567,1.807125564
4079,Colombia,COL,17/03/2021,1024358,971240,53118,100,51403567,1.889440863
4080,Colombia,COL,18/03/2021,1076496,1022604,53892,125,51403567,1.98936389
4081,Colombia,COL,19/03/2021,1131999,1077837,54162,130,51403567,2.096813632
4082,Colombia,COL,20/03/2021,1182098,1127570,54528,138,51403567,2.193563727
4083,Colombia,COL,21/03/2021,1215008,1157159,57849,135,51403567,2.25112588
4084,Colombia,COL,22/03/2021,1238259,1177935,60324,136,51403567,2.291543309
4085,Colombia,COL,23/03/2021,1299809,1236980,62829,121,51403567,2.406408878
4086,Colombia,COL,24/03/2021,1385503,1311229,74274,120,51403567,2.550852162
4087,Colombia,COL,25/03/2021,1476364,1359247,117117,126,51403567,2.644265913
4088,Colombia,COL,26/03/2021,1596288,1448180,148108,120,51403567,2.817275307
4089,Colombia,COL,27/03/2021,1726924,1550856,176068,125,51403567,3.0170202
4090,Colombia,COL,28/03/2021,1818861,1624565,194296,126,51403567,3.160412973
4091,Colombia,COL,29/03/2021,1965054,1736568,228486,145,51403567,3.378302521
4092,Colombia,COL,30/03/2021,2121530,1858823,262707,165,51403567,3.616136211
4093,Colombia,COL,31/03/2021,2243392,1957325,286067,124,51403567,3.807761045
4094,Colombia,COL,01/04/2021,2300890,1965935,334955,176,51403567,3.824510855
4095,Colombia,COL,02/04/2021,2336144,1971891,364253,167,51403567,3.8360976
4096,Colombia,COL,03/04/2021,2381049,1989856,391193,192,51403567,3.871046537
4097,Colombia,COL,04/04/2021,2408085,2005885,402200,163,51403567,3.902229197
4098,Colombia,COL,05/04/2021,2479671,2056135,423536,155,51403567,3.999985059
4099,Colombia,COL,07/04/2021,2691513,2148976,542537,199,51403567,4.180597039
4100,Colombia,COL,08/04/2021,2812828,2172751,640077,231,51403567,4.226848693
4101,Colombia,COL,09/04/2021,2946222,2201956,744266,243,51403567,4.283663817
4102,Colombia,COL,10/04/2021,3041349,2232564,808785,247,51403567,4.343208322
4103,Colombia,COL,12/04/2021,3173583,2258826,914757,325,51403567,4.394298162
4104,Colombia,COL,13/04/2021,3350226,2340554,1009672,281,51403567,4.55329102
4105,Colombia,COL,14/04/2021,3455084,2407129,1047955,267,51403567,4.682805378
4106,Colombia,COL,16/04/2021,3590096,2496243,1093853,337,51403567,4.856166888
4107,Colombia,COL,17/04/2021,3707216,2571554,1135662,380,51403567,5.002676176
4108,Colombia,COL,18/04/2021,3769499,2614088,1155411,365,51403567,5.085421407
4109,Colombia,COL,19/04/2021,3867076,2678773,1188303,367,51403567,5.211258977
4110,Colombia,COL,20/04/2021,3979575,2747711,1231864,397,51403567,5.345370293
4111,Colombia,COL,21/04/2021,4131008,2850117,1280891,420,51403567,5.544589931
4112,Colombia,COL,22/04/2021,4224659,2904408,1320251,429,51403567,5.650207115
4113,Colombia,COL,23/04/2021,4318314,2961023,1357291,419,51403567,5.760345386
4114,Colombia,COL,24/04/2021,4400615,3008636,1391979,430,51403567,5.852971254
4115,Colombia,COL,25/04/2021,4451266,3039713,1411553,420,51403567,5.913428148
4116,Colombia,COL,27/04/2021,4625373,3149010,1476363,465,51403567,6.12605347
4117,Colombia,COL,28/04/2021,4714640,3209415,1505225,448,51403567,6.243564771
4118,Colombia,COL,29/04/2021,4824078,3277767,1546311,436,51403567,6.376536087
4119,Colombia,COL,30/04/2021,4986471,3359439,1627032,490,51403567,6.535420003
4120,Colombia,COL,01/05/2021,5112694,3412223,1700471,505,51403567,6.638105484
4121,Colombia,COL,02/05/2021,5220330,3454250,1766080,490,51403567,6.719864402
4122,Colombia,COL,07/05/2021,6096661,3861416,2235245,388,51403567,7.511961184
4123,Colombia,COL,10/05/2021,6478808,4037833,2440975,492,51403567,7.855161102
4124,Colombia,COL,11/05/2021,6673552,4140197,2533355,495,51403567,8.054299033
4125,Colombia,COL,12/05/2021,6851163,4238607,2612556,488,51403567,8.245744892
4126,Colombia,COL,13/05/2021,7044644,4351490,2693154,429,51403567,8.465346383
4127,Colombia,COL,15/05/2021,7374433,4552042,2822391,499,51403567,8.855498296
4128,Colombia,COL,16/05/2021,7459332,4601785,2857547,490,51403567,8.952267846
4129,Colombia,COL,17/05/2021,7537763,4652005,2885758,530,51403567,9.049965346
4130,Colombia,COL,18/05/2021,7718287,4759397,2958890,520,51403567,9.2588847
4131,Colombia,COL,19/05/2021,7862802,4861546,3001256,509,51403567,9.457604372
4132,Colombia,COL,20/05/2021,8008919,4959877,3049042,482,51403567,9.648896544
4133,Colombia,COL,22/05/2021,8235482,5126062,3109420,490,51403567,9.972191229
4134,Colombia,COL,23/05/2021,8304265,5176752,3127513,486,51403567,10.07080306
4135,Colombia,COL,24/05/2021,8425588,5278110,3147478,509,51403567,10.26798393
4136,Colombia,COL,25/05/2021,8613236,5439630,3173606,496,51403567,10.58220337
4137,Colombia,COL,26/05/2021,8842360,5646512,3195848,483,51403567,10.9846696
4138,Colombia,COL,29/05/2021,9661266,6399229,3262037,513,51403567,12.44899795
4139,Colombia,COL,30/05/2021,9825772,6551917,3273855,514,51403567,12.7460357
4140,Colombia,COL,31/05/2021,10092122,6798875,3293247,540,51403567,13.22646539
4141,Colombia,COL,01/06/2021,10382967,7068568,3314399,535,51403567,13.75112354
4142,Colombia,COL,02/06/2021,10697683,7359045,3338638,492,51403567,14.31621467
4143,Colombia,COL,03/06/2021,10979983,7610719,3369264,523,51403567,14.80581883
4144,Colombia,COL,04/06/2021,11244592,7841655,3402937,511,51403567,15.25507948
4145,Colombia,COL,05/06/2021,11485904,8053098,3432806,545,51403567,15.66641864
4146,Colombia,COL,06/06/2021,11615265,8164744,3450521,537,51403567,15.88361368
4147,Colombia,COL,07/06/2021,11733523,8262316,3471207,532,51403567,16.0734293
4148,Colombia,COL,08/06/2021,11977805,8442704,3535101,539,51403567,16.42435436
4149,Colombia,COL,09/06/2021,12206104,8612065,3594039,535,51403567,16.75382761
4150,Colombia,COL,11/06/2021,12711342,8975790,3735552,550,51403567,17.46141469
4151,Colombia,COL,12/06/2021,12917941,9117737,3800204,573,51403567,17.73755701
4152,Colombia,COL,13/06/2021,13024786,9194373,3830413,569,51403567,17.88664394
4153,Colombia,COL,14/06/2021,13167044,9291221,3875823,577,51403567,18.0750511
4154,Colombia,COL,17/06/2021,14062307,9736151,4326156,599,51403567,18.9406136
4155,Colombia,COL,19/06/2021,14727526,10071423,4656103,596,51403567,19.59284849
4156,Colombia,COL,20/06/2021,14953869,10172100,4781769,590,51403567,19.78870455
4157,Colombia,COL,21/06/2021,15298930,10321140,4977790,589,51403567,20.07864552
4158,Colombia,COL,22/06/2021,15682435,10493152,5189283,599,51403567,20.41327599
4159,Colombia,COL,23/06/2021,16038817,10657628,5381189,648,51403567,20.733246
4160,Colombia,COL,24/06/2021,16365857,10799201,5566656,720,51403567,21.00866074
4161,Colombia,COL,25/06/2021,16693732,10936234,5757498,645,51403567,21.27524341
4162,Colombia,COL,26/06/2021,17024426,11076086,5948340,689,51403567,21.54731013
4163,Colombia,COL,27/06/2021,17227818,11128130,6137238,685,51403567,21.64855602
4164,Colombia,COL,28/06/2021,17570929,11187507,6383422,693,51403567,21.76406746
4165,Colombia,COL,29/06/2021,17941952,11375190,6654730,664,51403567,22.12918415
4166,Colombia,COL,30/06/2021,18281743,11518988,6896325,648,51403567,22.40892738
4167,Colombia,COL,01/07/2021,18578199,11644777,7101383,608,51403567,22.65363608
4168,Colombia,COL,02/07/2021,18857607,11760312,7292768,610,51403567,22.87839675
4169,Colombia,COL,03/07/2021,19115730,11902048,7436866,593,51403567,23.15412858
4170,Colombia,COL,04/07/2021,19264851,11982415,7522208,586,51403567,23.31047377
4171,Colombia,COL,05/07/2021,19436143,12084403,7624099,591,51403567,23.50888023
4172,Colombia,COL,07/07/2021,20198661,12547379,8060751,570,51403567,24.40954924
4173,Colombia,COL,10/07/2021,20605186,12840321,8305787,577,51403567,24.97943577
4174,Colombia,COL,11/07/2021,21641395,13568786,8992264,576,51403567,26.3965845
4175,Colombia,COL,12/07/2021,21911121,13777447,9178479,567,51403567,26.80251158
4176,Colombia,COL,14/07/2021,22624568,14324220,9631722,509,51403567,27.86619847
4177,Colombia,COL,15/07/2021,22942717,14563313,9876044,504,51403567,28.33132767
4178,Colombia,COL,17/07/2021,23486275,14963437,10255069,496,51403567,29.10972501
4179,Colombia,COL,18/07/2021,23631963,15080813,10340378,500,51403567,29.33806714
4180,Colombia,COL,19/07/2021,23832572,15223093,10475982,498,51403567,29.61485727
4181,Colombia,COL,20/07/2021,24000509,15345959,10556284,476,51403567,29.8538796
4182,Colombia,COL,22/07/2021,24535783,15672550,10889063,378,51403567,30.48922656
4183,Colombia,COL,23/07/2021,24826407,15877781,11042971,351,51403567,30.88848095
4184,Colombia,COL,25/07/2021,25352932,16246476,11317608,352,51403567,31.60573662
4185,Colombia,COL,26/07/2021,25641086,16455361,11457631,350,51403567,32.01209947
4186,Colombia,COL,28/07/2021,26186714,16794653,11759641,314,51403567,32.67215483
4187,Colombia,COL,29/07/2021,26515327,17032633,11892153,300,51403567,33.13511881
4188,Colombia,COL,31/07/2021,27524377,17801838,12179103,325,51403567,34.63152275
4189,Colombia,COL,01/08/2021,27751197,17962012,12252821,306,51403567,34.94312369
4190,Colombia,COL,02/08/2021,28152320,18256040,12377173,291,51403567,35.51512291
4191,Colombia,COL,03/08/2021,28608522,18567543,12542092,275,51403567,36.12111782
4192,Colombia,COL,04/08/2021,29013935,18830027,12700513,218,51403567,36.63175164
4193,Colombia,COL,05/08/2021,29416582,19092805,12854659,268,51403567,37.14295741
4194,Colombia,COL,07/08/2021,30244618,19634688,13182770,204,51403567,38.19713134
4195,Colombia,COL,08/08/2021,30379000,19734349,13220870,188,51403567,38.39101088
4196,Colombia,COL,09/08/2021,30639657,19913442,13313500,190,51403567,38.73941666
4197,Colombia,COL,10/08/2021,30883739,20079481,13403370,181,51403567,39.06242732
4198,Colombia,COL,11/08/2021,31149291,20261745,13504623,143,51403567,39.41700194
4199,Colombia,COL,12/08/2021,31376085,20413695,13590141,167,51403567,39.71260399
4200,Colombia,COL,13/08/2021,31553173,20517506,13676098,185,51403567,39.9145569
4201,Colombia,COL,14/08/2021,31769498,20669967,13749209,144,51403567,40.21115305
4202,Colombia,COL,15/08/2021,31865446,20744167,13775599,124,51403567,40.35550101
4203,Colombia,COL,17/08/2021,32192874,20978540,13880688,103,51403567,40.81144797
4204,Colombia,COL,18/08/2021,32463196,21179816,13958104,121,51403567,41.20300834
4205,Colombia,COL,19/08/2021,32741710,21371871,14052941,108,51403567,41.57663028
4206,Colombia,COL,20/08/2021,33005580,21549430,14157111,93,51403567,41.92205183
4207,Colombia,COL,21/08/2021,33255471,21753014,14208967,120,51403567,42.31810217
4208,Colombia,COL,22/08/2021,33405365,21864127,14250028,122,51403567,42.53426032
4209,Colombia,COL,23/08/2021,33696899,22095795,14323100,98,51403567,42.98494499
4210,Colombia,COL,24/08/2021,33963461,22301932,14390587,95,51403567,43.38596191
4211,Colombia,COL,25/08/2021,34247170,22531555,14448771,99,51403567,43.83266827
4212,Colombia,COL,27/08/2021,34805950,22978676,14592150,86,51403567,44.70249312
4213,Colombia,COL,28/08/2021,35071950,23201104,14639269,93,51403567,45.13520239
4214,Colombia,COL,29/08/2021,35172185,23288536,14653162,81,51403567,45.30529175
4215,Colombia,COL,30/08/2021,35355619,23443209,14685797,95,51403567,45.6061911
4216,Colombia,COL,31/08/2021,35546165,23600147,14722990,68,51403567,45.91149676
4217,Colombia,COL,02/09/2021,35750492,23760584,14771114,62,51403567,46.22360935
4218,Colombia,COL,03/09/2021,36090729,24004709,14873013,71,51403567,46.69852775
4219,Colombia,COL,04/09/2021,36235580,24111434,14912159,81,51403567,46.90614953
4220,Colombia,COL,09/09/2021,37034145,24260079,15572631,47,51403567,47.19532207
4221,Colombia,COL,10/09/2021,37346540,24434265,15712902,49,51403567,47.53418182
4222,Colombia,COL,12/09/2021,37444197,24499752,15746173,49,51403567,47.66157959
4223,Colombia,COL,13/09/2021,37627506,24613353,15817661,63,51403567,47.88257788
4224,Colombia,COL,14/09/2021,37830713,24733487,15902438,55,51403567,48.11628539
4225,Colombia,COL,15/09/2021,38002826,24841106,15968154,40,51403567,48.32564635
4226,Colombia,COL,17/09/2021,38331643,25043592,16096455,40,51403567,48.71956065
4227,Colombia,COL,18/09/2021,38442061,25114159,16137068,29,51403567,48.856841
4228,Colombia,COL,19/09/2021,38516606,25166351,16159636,44,51403567,48.95837481
4229,Colombia,COL,20/09/2021,38683134,25270271,16223761,34,51403567,49.16053977
4230,Colombia,COL,22/09/2021,39057913,25518294,16353229,29,51403567,49.64304131
4231,Colombia,COL,23/09/2021,39270198,25662320,16423702,38,51403567,49.92322809
4232,Colombia,COL,25/09/2021,39610550,25888829,16538611,26,51403567,50.3638765
4233,Colombia,COL,26/09/2021,39913294,26048698,16684339,36,51403567,50.6748841
4234,Colombia,COL,27/09/2021,40168278,26194283,16811660,34,51403567,50.95810374
4235,Colombia,COL,29/09/2021,40404815,26332902,16929789,33,51403567,51.2277718
4236,Colombia,COL,01/10/2021,41097797,26862638,17207121,42,51403567,52.25831507
4237,Colombia,COL,04/10/2021,41524918,27149994,17494197,36,51403567,52.81733464
4238,Colombia,COL,06/10/2021,42039612,27436244,17865559,24,51403567,53.37420261
4239,Colombia,COL,07/10/2021,42349272,27587609,18096506,30,51403567,53.66866661
4240,Colombia,COL,08/10/2021,42634897,27722308,18308930,32,51403567,53.93070874
4241,Colombia,COL,09/10/2021,42885532,27832514,18501504,30,51403567,54.14510242
4242,Colombia,COL,10/10/2021,43007509,27885125,18593793,35,51403567,54.24745135
4243,Colombia,COL,11/10/2021,43315450,28016960,18815492,33,51403567,54.50392188
4244,Colombia,COL,12/10/2021,43608145,28166163,19007794,38,51403567,54.79417994
4245,Colombia,COL,13/10/2021,43881718,28300881,19199704,32,51403567,55.05625903
4246,Colombia,COL,14/10/2021,44137117,28433989,19370919,37,51403567,55.31520604
4247,Colombia,COL,15/10/2021,44350661,28647533,19370919,34,51403567,55.73063247
4248,Colombia,COL,17/10/2021,44660557,28697781,19724680,37,51403567,55.82838444
4249,Colombia,COL,18/10/2021,44731300,28731719,19773196,34,51403567,55.89440709
4250,Colombia,COL,22/10/2021,45687674,29231578,20375431,21,51403567,56.86682794
4251,Colombia,COL,23/10/2021,45879607,29331273,20498474,28,51403567,57.06077362
4252,Colombia,COL,24/10/2021,46007541,29387056,20586698,35,51403567,57.16929333
4253,Comoros,COM,12/05/2021,43728,43140,588,0,894926,4.820510299
4254,Comoros,COM,18/05/2021,44975,43140,1835,0,894926,4.820510299
4255,Comoros,COM,21/05/2021,58440,43140,15300,0,894926,4.820510299
4256,Comoros,COM,26/05/2021,80023,43140,36883,0,894926,4.820510299
4257,Comoros,COM,08/06/2021,84360,43140,41220,0,894926,4.820510299
4258,Comoros,COM,24/07/2021,125960,84740,41220,0,894926,9.468939331
4259,Comoros,COM,03/08/2021,162450,121092,41358,0,894926,13.53095116
4260,Comoros,COM,09/08/2021,188875,147517,41358,0,894926,16.48370927
4261,Comoros,COM,16/08/2021,216123,174765,41358,0,894926,19.52843028
4262,Comoros,COM,09/09/2021,334369,174765,159604,0,894926,19.52843028
4263,Comoros,COM,22/09/2021,336863,174765,162098,0,894926,19.52843028
4264,Comoros,COM,29/09/2021,352635,190637,162098,0,894926,21.30198475
4265,Comoros,COM,09/10/2021,360675,198577,162098,0,894926,22.18920894
4266,Comoros,COM,13/10/2021,375241,213143,162098,0,894926,23.81682955
4267,Comoros,COM,19/10/2021,407792,245694,162098,0,894926,27.45411352
4268,Cook Islands,COK,08/06/2021,9564,9535,29,0,17565,54.28408767
4269,Cook Islands,COK,15/06/2021,12254,9589,2665,0,17565,54.59151722
4270,Cook Islands,COK,21/06/2021,17556,9613,7943,0,17565,54.72815258
4271,Cook Islands,COK,29/06/2021,18942,9755,9187,0,17565,55.53657842
4272,Cook Islands,COK,20/07/2021,20509,10931,9578,0,17565,62.23171079
4273,Cook Islands,COK,31/08/2021,22444,11404,11040,0,17565,64.9245659
4274,Cook Islands,COK,05/10/2021,22536,11404,11132,0,17565,64.9245659
4275,Cook Islands,COK,18/10/2021,23489,12297,11192,0,17565,70.00853971
4276,Costa Rica,CRI,15/01/2021,24859,24804,55,17,5154244,0.481234493
4277,Costa Rica,CRI,18/01/2021,29389,29257,132,17,5154244,0.567629317
4278,Costa Rica,CRI,25/01/2021,48128,45707,2421,14,5154244,0.886783784
4279,Costa Rica,CRI,01/02/2021,57701,45863,11838,8,5154244,0.889810416
4280,Costa Rica,CRI,08/02/2021,75113,46750,28363,8,5154244,0.907019536
4281,Costa Rica,CRI,15/02/2021,96948,54395,42553,5,5154244,1.055343907
4282,Costa Rica,CRI,22/02/2021,101183,57162,44021,8,5154244,1.109027823
4283,Costa Rica,CRI,01/03/2021,149812,103695,46117,3,5154244,2.011837235
4284,Costa Rica,CRI,05/03/2021,193273,142049,51224,4,5154244,2.755961883
4285,Costa Rica,CRI,08/03/2021,204586,151841,52745,2,5154244,2.945941248
4286,Costa Rica,CRI,12/03/2021,241724,187826,53898,4,5154244,3.644103772
4287,Costa Rica,CRI,15/03/2021,248082,190088,57994,5,5154244,3.687989936
4288,Costa Rica,CRI,22/03/2021,312425,206198,106227,1,5154244,4.000547898
4289,Costa Rica,CRI,24/03/2021,348037,213404,134633,4,5154244,4.140355016
4290,Costa Rica,CRI,29/03/2021,384355,224092,160263,5,5154244,4.347718113
4291,Costa Rica,CRI,06/04/2021,504930,291368,213562,2,5154244,5.652972579
