,country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,New_deaths,population,ratio
12642,Mali,MLI,27/09/2021,405053,316293,231811,0,21061822,1.501736175
12643,Mali,MLI,01/10/2021,413563,318655,240321,0,21061822,1.512950779
12644,Mali,MLI,15/10/2021,584773,327313,257460,0,21061822,1.554058334
12645,Malta,MLT,24/01/2021,19981,18783,1198,3,443282,4.237257547
12646,Malta,MLT,25/01/2021,21172,19709,1463,1,443282,4.446153916
12647,Malta,MLT,26/01/2021,22371,20677,1694,1,443282,4.664525065
12648,Malta,MLT,27/01/2021,23512,21417,2095,3,443282,4.831461688
12649,Malta,MLT,28/01/2021,24680,22162,2518,1,443282,4.999526261
12650,Malta,MLT,29/01/2021,25822,22853,2969,6,443282,5.155408972
12651,Malta,MLT,30/01/2021,26847,23391,3456,2,443282,5.276776409
12652,Malta,MLT,31/01/2021,27759,23811,3948,1,443282,5.371524222
12653,Malta,MLT,01/02/2021,29002,24526,4476,0,443282,5.532821094
12654,Malta,MLT,02/02/2021,30252,25361,4891,3,443282,5.721188769
12655,Malta,MLT,03/02/2021,31633,26223,5410,1,443282,5.915647376
12656,Malta,MLT,04/02/2021,33477,27020,6457,2,443282,6.09544263
12657,Malta,MLT,05/02/2021,35676,28082,7594,1,443282,6.335019243
12658,Malta,MLT,06/02/2021,37586,28837,8749,5,443282,6.505339716
12659,Malta,MLT,07/02/2021,39257,29339,9918,2,443282,6.618585911
12660,Malta,MLT,08/02/2021,41285,30235,11050,1,443282,6.820714579
12661,Malta,MLT,09/02/2021,43337,31202,12135,1,443282,7.038860139
12662,Malta,MLT,10/02/2021,44598,31670,12928,1,443282,7.144436273
12663,Malta,MLT,11/02/2021,46344,32524,13820,3,443282,7.337090159
12664,Malta,MLT,12/02/2021,48474,33735,14739,0,443282,7.610279687
12665,Malta,MLT,13/02/2021,50175,34574,15601,1,443282,7.799549722
12666,Malta,MLT,14/02/2021,51641,35376,16265,2,443282,7.980472927
12667,Malta,MLT,15/02/2021,53647,36545,17102,3,443282,8.244187673
12668,Malta,MLT,16/02/2021,55709,37866,17843,0,443282,8.542192103
12669,Malta,MLT,17/02/2021,57683,39147,18536,2,443282,8.831172933
12670,Malta,MLT,18/02/2021,59702,40503,19199,2,443282,9.137073014
12671,Malta,MLT,19/02/2021,62059,42231,19828,1,443282,9.526892588
12672,Malta,MLT,20/02/2021,63308,43119,20189,1,443282,9.727216535
12673,Malta,MLT,21/02/2021,64419,43888,20531,2,443282,9.900695268
12674,Malta,MLT,22/02/2021,66334,45174,21160,1,443282,10.19080405
12675,Malta,MLT,23/02/2021,68779,47012,21767,1,443282,10.60543852
12676,Malta,MLT,24/02/2021,71562,49061,22501,1,443282,11.0676725
12677,Malta,MLT,25/02/2021,73644,50249,23395,4,443282,11.33567345
12678,Malta,MLT,26/02/2021,76159,51041,25118,1,443282,11.51434076
12679,Malta,MLT,27/02/2021,77967,51186,26781,1,443282,11.54705131
12680,Malta,MLT,28/02/2021,79624,51576,28048,1,443282,11.63503142
12681,Malta,MLT,01/03/2021,81883,52862,29021,1,443282,11.9251402
12682,Malta,MLT,02/03/2021,84129,54381,29748,6,443282,12.26781146
12683,Malta,MLT,03/03/2021,86854,56525,30329,0,443282,12.75147649
12684,Malta,MLT,04/03/2021,89946,58912,31034,4,443282,13.28995989
12685,Malta,MLT,05/03/2021,92806,61096,31710,2,443282,13.78264852
12686,Malta,MLT,06/03/2021,95899,63479,32420,0,443282,14.32022956
12687,Malta,MLT,07/03/2021,97864,65002,32862,5,443282,14.66380318
12688,Malta,MLT,08/03/2021,101776,67595,34181,1,443282,15.24875813
12689,Malta,MLT,09/03/2021,105416,70323,35093,1,443282,15.86416773
12690,Malta,MLT,10/03/2021,108971,72725,36246,2,443282,16.40603498
12691,Malta,MLT,11/03/2021,113258,76076,37182,1,443282,17.16198718
12692,Malta,MLT,12/03/2021,117121,78788,38333,7,443282,17.77378734
12693,Malta,MLT,13/03/2021,120073,80974,39099,3,443282,18.26692715
12694,Malta,MLT,14/03/2021,122366,82671,39695,3,443282,18.64975343
12695,Malta,MLT,15/03/2021,126277,85596,40681,3,443282,19.30960427
12696,Malta,MLT,16/03/2021,130861,90002,40859,3,443282,20.30355395
12697,Malta,MLT,17/03/2021,133871,92250,41621,5,443282,20.81068033
12698,Malta,MLT,18/03/2021,138264,95707,42557,0,443282,21.59054507
12699,Malta,MLT,19/03/2021,140331,97064,43267,2,443282,21.89667074
12700,Malta,MLT,20/03/2021,143169,99250,43919,4,443282,22.38981055
12701,Malta,MLT,21/03/2021,145934,101451,44483,2,443282,22.88633421
12702,Malta,MLT,22/03/2021,150897,105611,45286,3,443282,23.82478873
12703,Malta,MLT,23/03/2021,155678,109538,46140,1,443282,24.71068079
12704,Malta,MLT,24/03/2021,160260,113179,47081,2,443282,25.53205409
12705,Malta,MLT,25/03/2021,166104,117171,48933,1,443282,26.43260949
12706,Malta,MLT,26/03/2021,171873,121823,50050,5,443282,27.48205431
12707,Malta,MLT,27/03/2021,176612,126055,50557,4,443282,28.43675132
12708,Malta,MLT,28/03/2021,180587,129350,51237,2,443282,29.18007047
12709,Malta,MLT,29/03/2021,186111,133771,52340,1,443282,30.177404
12710,Malta,MLT,30/03/2021,191716,138176,53540,3,443282,31.17112809
12711,Malta,MLT,31/03/2021,197383,142805,54578,1,443282,32.21538434
12712,Malta,MLT,01/04/2021,203553,147956,55597,2,443282,33.37739859
12713,Malta,MLT,02/04/2021,209065,151942,57123,1,443282,34.27660045
12714,Malta,MLT,03/04/2021,212466,154462,58004,2,443282,34.84508733
12715,Malta,MLT,04/04/2021,215700,156668,59032,1,443282,35.34273893
12716,Malta,MLT,05/04/2021,219161,159065,60096,1,443282,35.88347824
12717,Malta,MLT,06/04/2021,223020,161909,61111,1,443282,36.52505628
12718,Malta,MLT,07/04/2021,227606,164492,63114,0,443282,37.10775533
12719,Malta,MLT,08/04/2021,232335,167130,65205,1,443282,37.70286184
12720,Malta,MLT,09/04/2021,237806,170315,67491,0,443282,38.42136608
12721,Malta,MLT,10/04/2021,240984,171678,69306,1,443282,38.72884529
12722,Malta,MLT,11/04/2021,244718,173237,71481,0,443282,39.08054015
12723,Malta,MLT,12/04/2021,249400,175347,74053,0,443282,39.55653512
12724,Malta,MLT,13/04/2021,254885,178292,76593,1,443282,40.22089776
12725,Malta,MLT,14/04/2021,259272,181133,78139,0,443282,40.86179904
12726,Malta,MLT,15/04/2021,264658,183987,80671,1,443282,41.50563298
12727,Malta,MLT,16/04/2021,269763,187277,82486,1,443282,42.24782418
12728,Malta,MLT,17/04/2021,274641,190489,84152,3,443282,42.97241936
12729,Malta,MLT,18/04/2021,276516,191583,84933,1,443282,43.21921486
12730,Malta,MLT,19/04/2021,282841,195071,87770,1,443282,44.00607288
12731,Malta,MLT,20/04/2021,288797,198624,90173,0,443282,44.80759426
12732,Malta,MLT,21/04/2021,295587,201860,93727,1,443282,45.5376036
12733,Malta,MLT,22/04/2021,301594,204963,96631,0,443282,46.23760947
12734,Malta,MLT,23/04/2021,307636,208959,98677,0,443282,47.13906723
12735,Malta,MLT,24/04/2021,311559,211985,99574,1,443282,47.82170266
12736,Malta,MLT,25/04/2021,313279,212593,100686,1,443282,47.9588614
12737,Malta,MLT,26/04/2021,318706,216171,102535,0,443282,48.76602253
12738,Malta,MLT,27/04/2021,323324,219442,103882,0,443282,49.50392752
12739,Malta,MLT,28/04/2021,326934,222470,104464,0,443282,50.18701414
12740,Malta,MLT,29/04/2021,331438,225810,105628,0,443282,50.94048484
12741,Malta,MLT,30/04/2021,335848,228810,107038,1,443282,51.61725493
12742,Malta,MLT,01/05/2021,339727,231511,108216,1,443282,52.2265736
12743,Malta,MLT,02/05/2021,341909,233193,108716,2,443282,52.60601603
12744,Malta,MLT,03/05/2021,346951,237018,109933,0,443282,53.4688979
12745,Malta,MLT,04/05/2021,352421,241103,111318,0,443282,54.39043318
12746,Malta,MLT,05/05/2021,359429,246698,112731,0,443282,55.6526094
12747,Malta,MLT,06/05/2021,365902,251787,115333,0,443282,56.80063707
12748,Malta,MLT,07/05/2021,372620,255633,118209,0,443282,57.66825632
12749,Malta,MLT,08/05/2021,375986,257781,119427,0,443282,58.15282371
12750,Malta,MLT,09/05/2021,379951,258766,121185,0,443282,58.37502989
12751,Malta,MLT,10/05/2021,386760,265361,123843,0,443282,59.86279614
12752,Malta,MLT,11/05/2021,392929,268118,127255,0,443282,60.48474786
12753,Malta,MLT,12/05/2021,400118,272025,130537,0,443282,61.36612811
12754,Malta,MLT,13/05/2021,406921,276041,133332,0,443282,62.27209767
12755,Malta,MLT,14/05/2021,414632,280134,136975,0,443282,63.19543767
12756,Malta,MLT,15/05/2021,420815,283229,141143,0,443282,63.89363881
12757,Malta,MLT,16/05/2021,424325,284395,143487,0,443282,64.15667679
12758,Malta,MLT,17/05/2021,430508,286709,147667,0,443282,64.67869212
12759,Malta,MLT,18/05/2021,437654,289855,152581,0,443282,65.38839836
12760,Malta,MLT,19/05/2021,445830,293178,158489,0,443282,66.13803403
12761,Malta,MLT,20/05/2021,453711,296548,164113,0,443282,66.89827243
12762,Malta,MLT,21/05/2021,461215,299549,169177,0,443282,67.57526811
12763,Malta,MLT,22/05/2021,468829,301274,175246,0,443282,67.96441092
12764,Malta,MLT,23/05/2021,474475,302933,180243,0,443282,68.33866478
12765,Malta,MLT,24/05/2021,482577,308002,183556,0,443282,69.48218064
12766,Malta,MLT,25/05/2021,490524,310403,189055,1,443282,70.02382231
12767,Malta,MLT,26/05/2021,498726,311903,195856,1,443282,70.36220735
12768,Malta,MLT,27/05/2021,505100,314030,200199,0,443282,70.84203735
12769,Malta,MLT,28/05/2021,509312,315748,202795,0,443282,71.22960102
12770,Malta,MLT,29/05/2021,512214,316224,205221,0,443282,71.33698188
12771,Malta,MLT,30/05/2021,515662,316747,208118,0,443282,71.45496546
12772,Malta,MLT,31/05/2021,519994,318743,210486,0,443282,71.90524316
12773,Malta,MLT,01/06/2021,528592,319574,218321,0,443282,72.09270848
12774,Malta,MLT,02/06/2021,534639,322359,221595,0,443282,72.72097671
12775,Malta,MLT,03/06/2021,541178,324295,226341,0,443282,73.15771901
12776,Malta,MLT,04/06/2021,546637,325511,230594,0,443282,73.43203649
12777,Malta,MLT,05/06/2021,551494,327155,233826,0,443282,73.8029065
12778,Malta,MLT,06/06/2021,553814,328168,235133,0,443282,74.0314292
12779,Malta,MLT,07/06/2021,558320,329000,238807,0,443282,74.21912011
12780,Malta,MLT,08/06/2021,564718,330970,243252,0,443282,74.66353247
12781,Malta,MLT,09/06/2021,570513,333197,246964,0,443282,75.16592147
12782,Malta,MLT,10/06/2021,576256,334367,251553,0,443282,75.4298618
12783,Malta,MLT,11/06/2021,582206,335791,256079,0,443282,75.75110201
12784,Malta,MLT,12/06/2021,587160,339176,258929,0,443282,76.51472426
12785,Malta,MLT,13/06/2021,589507,340028,260424,0,443282,76.70692697
12786,Malta,MLT,14/06/2021,596074,341941,265090,0,443282,77.1384807
12787,Malta,MLT,15/06/2021,604033,344272,270754,0,443282,77.66433106
12788,Malta,MLT,16/06/2021,609867,346576,274321,0,443282,78.18409049
12789,Malta,MLT,17/06/2021,616102,348633,278588,1,443282,78.64812918
12790,Malta,MLT,18/06/2021,621674,350092,282709,0,443282,78.97726504
12791,Malta,MLT,19/06/2021,625844,351962,285817,0,443282,79.39911839
12792,Malta,MLT,20/06/2021,628735,352478,288195,0,443282,79.51552285
12793,Malta,MLT,21/06/2021,631446,353164,290280,0,443282,79.67027761
12794,Malta,MLT,22/06/2021,636059,353584,294650,0,443282,79.76502542
12795,Malta,MLT,23/06/2021,640729,353895,299151,0,443282,79.83518392
12796,Malta,MLT,24/06/2021,646651,355100,303939,0,443282,80.10701991
12797,Malta,MLT,25/06/2021,650411,355277,307591,0,443282,80.14694935
12798,Malta,MLT,26/06/2021,653005,356128,309871,0,443282,80.33892646
12799,Malta,MLT,27/06/2021,654649,356209,311453,0,443282,80.35719925
12800,Malta,MLT,28/06/2021,659488,357171,315768,0,443282,80.57421686
12801,Malta,MLT,29/06/2021,664859,358168,320604,0,443282,80.79913012
12802,Malta,MLT,30/06/2021,670759,359169,325891,0,443282,81.02494575
12803,Malta,MLT,01/07/2021,675014,360364,328960,0,443282,81.29452583
12804,Malta,MLT,02/07/2021,679538,361287,332650,0,443282,81.50274543
12805,Malta,MLT,03/07/2021,682731,362262,335153,0,443282,81.72269571
12806,Malta,MLT,04/07/2021,685024,362986,336800,0,443282,81.88602289
12807,Malta,MLT,05/07/2021,689924,364277,340423,0,443282,82.17725962
12808,Malta,MLT,06/07/2021,692581,365611,341765,0,443282,82.47819672
12809,Malta,MLT,07/07/2021,696858,367086,344666,0,443282,82.81094202
12810,Malta,MLT,08/07/2021,700180,368449,346739,0,443282,83.11842123
12811,Malta,MLT,09/07/2021,703928,369854,349133,0,443282,83.43537522
12812,Malta,MLT,10/07/2021,705852,371421,349961,0,443282,83.7888748
12813,Malta,MLT,11/07/2021,706857,372052,350338,0,443282,83.93122211
12814,Malta,MLT,12/07/2021,709131,373349,351395,0,443282,84.22381238
12815,Malta,MLT,13/07/2021,711973,375090,352523,0,443282,84.61656462
12816,Malta,MLT,14/07/2021,715447,377373,353929,0,443282,85.13158666
12817,Malta,MLT,15/07/2021,718418,379380,354985,0,443282,85.58434586
12818,Malta,MLT,16/07/2021,721415,381764,355883,0,443282,86.12215249
12819,Malta,MLT,17/07/2021,723299,383158,357236,0,443282,86.43662499
12820,Malta,MLT,18/07/2021,724343,383867,357558,0,443282,86.59656832
12821,Malta,MLT,19/07/2021,728106,386328,359042,0,443282,87.15174539
12822,Malta,MLT,20/07/2021,730483,387329,360880,0,443282,87.37756101
12823,Malta,MLT,21/07/2021,733736,389025,362923,0,443282,87.7601617
12824,Malta,MLT,22/07/2021,736727,389263,364899,0,443282,87.81385213
12825,Malta,MLT,23/07/2021,742361,392444,368587,0,443282,88.53145402
12826,Malta,MLT,24/07/2021,743712,392994,369441,1,443282,88.65552853
12827,Malta,MLT,25/07/2021,744521,393062,370187,0,443282,88.67086866
12828,Malta,MLT,26/07/2021,746883,393967,371802,0,443282,88.87502763
12829,Malta,MLT,27/07/2021,750641,396087,373771,0,443282,89.3532785
12830,Malta,MLT,28/07/2021,751546,396686,375373,0,443282,89.48840693
12831,Malta,MLT,29/07/2021,755655,398444,379016,2,443282,89.8849942
12832,Malta,MLT,30/07/2021,758252,399261,380927,0,443282,90.06930126
12833,Malta,MLT,31/07/2021,759818,399690,382255,0,443282,90.16607938
12834,Malta,MLT,01/08/2021,760417,399724,382825,0,443282,90.17374944
12835,Malta,MLT,02/08/2021,762832,400760,385049,0,443282,90.40746071
12836,Malta,MLT,03/08/2021,765417,401644,387400,0,443282,90.6068823
12837,Malta,MLT,04/08/2021,767831,402373,389610,0,443282,90.77133743
12838,Malta,MLT,05/08/2021,770496,403261,392100,0,443282,90.97166138
12839,Malta,MLT,06/08/2021,773225,404049,394589,1,443282,91.14942632
12840,Malta,MLT,07/08/2021,774250,404419,395537,0,443282,91.23289464
12841,Malta,MLT,08/08/2021,774907,404461,396160,2,443282,91.24236942
12842,Malta,MLT,09/08/2021,777181,405073,398128,2,443282,91.38043052
12843,Malta,MLT,10/08/2021,778936,405723,399769,0,443282,91.52706404
12844,Malta,MLT,11/08/2021,780770,406414,401390,1,443282,91.68294675
12845,Malta,MLT,12/08/2021,782600,407171,403015,0,443282,91.8537184
12846,Malta,MLT,13/08/2021,783983,407679,404213,0,443282,91.96831814
12847,Malta,MLT,14/08/2021,784626,407948,404679,1,443282,92.02900185
12848,Malta,MLT,15/08/2021,784729,407985,404760,0,443282,92.03734869
12849,Malta,MLT,16/08/2021,786015,408546,405578,0,443282,92.16390469
12850,Malta,MLT,17/08/2021,787194,409095,406325,1,443282,92.28775362
12851,Malta,MLT,18/08/2021,788292,409498,407154,2,443282,92.3786664
12852,Malta,MLT,19/08/2021,789540,410087,408010,0,443282,92.51153893
12853,Malta,MLT,20/08/2021,790833,410650,408885,2,443282,92.63854612
12854,Malta,MLT,21/08/2021,791240,410856,409136,0,443282,92.68501766
12855,Malta,MLT,22/08/2021,791292,410884,409183,1,443282,92.69133418
12856,Malta,MLT,23/08/2021,792173,411306,409969,0,443282,92.78653318
12857,Malta,MLT,24/08/2021,793015,411748,410532,0,443282,92.88624397
12858,Malta,MLT,25/08/2021,793866,412239,411046,1,443282,92.99700868
12859,Malta,MLT,26/08/2021,794531,412605,411422,0,443282,93.07957463
12860,Malta,MLT,27/08/2021,795190,412948,411798,1,443282,93.15695201
12861,Malta,MLT,28/08/2021,795566,413174,412002,1,443282,93.20793535
12862,Malta,MLT,29/08/2021,795649,413205,412062,1,443282,93.21492865
12863,Malta,MLT,30/08/2021,796333,413598,412419,0,443282,93.30358553
12864,Malta,MLT,31/08/2021,797017,413985,412767,0,443282,93.39088887
12865,Malta,MLT,01/09/2021,797562,414285,413041,1,443282,93.45856588
12866,Malta,MLT,02/09/2021,798068,414557,413292,0,443282,93.51992637
12867,Malta,MLT,03/09/2021,798760,415003,413600,0,443282,93.62053952
12868,Malta,MLT,04/09/2021,799148,415210,413811,0,443282,93.66723666
12869,Malta,MLT,05/09/2021,799214,415254,413844,1,443282,93.67716262
12870,Malta,MLT,06/09/2021,800572,415622,414343,2,443282,93.76017975
12871,Malta,MLT,07/09/2021,802042,415931,414798,1,443282,93.82988707
12872,Malta,MLT,08/09/2021,802798,416212,415251,0,443282,93.89327787
12873,Malta,MLT,09/09/2021,803975,416519,415670,1,443282,93.96253401
12874,Malta,MLT,10/09/2021,804841,416863,416104,0,443282,94.04013698
12875,Malta,MLT,11/09/2021,805439,417009,416292,0,443282,94.07307312
12876,Malta,MLT,12/09/2021,805479,417032,416314,1,443282,94.07826169
12877,Malta,MLT,13/09/2021,806726,417356,416554,2,443282,94.15135286
12878,Malta,MLT,14/09/2021,807825,417684,416849,0,443282,94.22534639
12879,Malta,MLT,15/09/2021,808968,417959,417212,0,443282,94.28738365
12880,Malta,MLT,16/09/2021,810125,418251,417636,1,443282,94.35325594
12881,Malta,MLT,17/09/2021,811183,418618,418036,2,443282,94.43604748
12882,Malta,MLT,18/09/2021,811704,418730,418230,1,443282,94.46131357
12883,Malta,MLT,19/09/2021,811753,418759,418259,0,443282,94.46785568
12884,Malta,MLT,20/09/2021,812828,419152,418647,0,443282,94.55651256
12885,Malta,MLT,21/09/2021,813115,419333,418710,2,443282,94.59734435
12886,Malta,MLT,22/09/2021,814067,419604,419078,1,443282,94.65847925
12887,Malta,MLT,23/09/2021,814957,419848,419398,0,443282,94.71352322
12888,Malta,MLT,24/09/2021,816136,420132,419919,0,443282,94.77759079
12889,Malta,MLT,25/09/2021,816727,420211,420088,1,443282,94.7954124
12890,Malta,MLT,26/09/2021,816767,420233,420111,0,443282,94.80037538
12891,Malta,MLT,27/09/2021,818593,420499,420429,0,443282,94.86038233
12892,Malta,MLT,08/10/2021,838419,423592,423445,0,443282,95.5581323
12893,Malta,MLT,09/10/2021,839636,423816,423534,0,443282,95.60866446
12894,Malta,MLT,10/10/2021,840675,423849,423566,0,443282,95.61610893
12895,Malta,MLT,11/10/2021,842643,424134,423836,0,443282,95.68040209
12896,Malta,MLT,12/10/2021,844723,424536,424045,0,443282,95.77108928
12897,Malta,MLT,13/10/2021,846671,424892,424325,0,443282,95.85139933
12898,Malta,MLT,14/10/2021,848445,425218,424538,0,443282,95.92494168
12899,Malta,MLT,15/10/2021,850536,425522,424867,0,443282,95.99352105
12900,Malta,MLT,16/10/2021,852233,425683,425020,0,443282,96.02984105
12901,Malta,MLT,17/10/2021,853683,425719,425044,0,443282,96.03796229
12902,Malta,MLT,18/10/2021,856311,426203,425373,0,443282,96.14714787
12903,Malta,MLT,19/10/2021,858858,426516,425494,0,443282,96.21775754
12904,Malta,MLT,20/10/2021,860910,426839,425734,0,443282,96.29062312
12905,Malta,MLT,21/10/2021,863183,427273,425927,0,443282,96.3885292
12906,Malta,MLT,22/10/2021,865419,427651,426181,0,443282,96.47380223
12907,Malta,MLT,23/10/2021,866963,427948,426374,1,443282,96.54080247
12908,Malta,MLT,24/10/2021,867820,428042,426469,0,443282,96.56200793
12909,Malta,MLT,25/10/2021,869715,428415,426734,0,443282,96.64615301
12910,Mauritania,MRT,21/05/2021,25741,19468,6273,0,4817706,0.404092736
12911,Mauritania,MRT,23/05/2021,28382,22109,6273,0,4817706,0.458911357
12912,Mauritania,MRT,26/05/2021,28770,22360,6410,0,4817706,0.464121306
12913,Mauritania,MRT,31/05/2021,37331,30561,6770,0,4817706,0.63434755
12914,Mauritania,MRT,10/06/2021,44628,37726,6902,0,4817706,0.783069785
12915,Mauritania,MRT,14/06/2021,46703,39801,6902,0,4817706,0.826140076
12916,Mauritania,MRT,15/06/2021,49235,42333,6902,1,4817706,0.878696209
12917,Mauritania,MRT,23/06/2021,142362,135460,6902,1,4817706,2.811711632
12918,Mauritania,MRT,30/06/2021,161082,152224,8858,0,4817706,3.159678071
12919,Mauritania,MRT,05/07/2021,171733,160481,11252,0,4817706,3.331066694
12920,Mauritania,MRT,07/07/2021,174628,163150,11478,0,4817706,3.386466505
12921,Mauritania,MRT,12/07/2021,176337,164213,12124,1,4817706,3.408530948
12922,Mauritania,MRT,13/07/2021,178928,166277,12651,0,4817706,3.451372915
12923,Mauritania,MRT,15/07/2021,182642,169595,13047,3,4817706,3.520243867
12924,Mauritania,MRT,19/07/2021,189076,174957,14119,1,4817706,3.631541651
12925,Mauritania,MRT,24/07/2021,190950,176294,14656,3,4817706,3.659293448
12926,Mauritania,MRT,26/07/2021,192094,177259,14835,7,4817706,3.679323728
12927,Mauritania,MRT,29/07/2021,193776,178483,15293,5,4817706,3.704730011
12928,Mauritania,MRT,03/08/2021,219338,200929,18409,4,4817706,4.170636398
12929,Mauritania,MRT,05/08/2021,224000,205245,18755,5,4817706,4.260222604
12930,Mauritania,MRT,09/08/2021,236578,215782,20796,6,4817706,4.478936656
12931,Mauritania,MRT,12/08/2021,242626,221081,21545,4,4817706,4.588926763
12932,Mauritania,MRT,09/09/2021,306666,285121,21545,6,4817706,5.91819011
12933,Mauritania,MRT,13/10/2021,1298995,711425,587570,0,4817706,14.76688283
12934,Mauritania,MRT,18/10/2021,1300831,712117,588714,0,4817706,14.78124651
12935,Mauritius,MUS,12/05/2021,220646,212182,8464,0,1273931,16.65569014
12936,Mauritius,MUS,31/05/2021,400801,232673,168128,0,1273931,18.264176
12937,Mauritius,MUS,08/06/2021,455242,247673,207569,0,1273931,19.44163381
12938,Mauritius,MUS,20/06/2021,598863,380362,218501,0,1273931,29.85734706
12939,Mauritius,MUS,24/06/2021,706948,486034,220914,0,1273931,38.15230181
12940,Mauritius,MUS,12/07/2021,901530,596255,305275,0,1273931,46.80434027
12941,Mauritius,MUS,19/07/2021,1040903,608103,432800,0,1273931,47.73437494
12942,Mauritius,MUS,24/07/2021,1095494,613134,482360,0,1273931,48.12929429
12943,Mauritius,MUS,26/07/2021,1156482,634013,522469,0,1273931,49.76823706
12944,Mauritius,MUS,03/08/2021,1237673,683642,554031,0,1273931,53.66397395
12945,Mauritius,MUS,09/08/2021,1297090,720910,576180,1,1273931,56.58940712
12946,Mauritius,MUS,19/08/2021,1426429,768234,658195,0,1273931,60.304208
12947,Mauritius,MUS,25/08/2021,1496498,791795,704703,1,1273931,62.15368022
12948,Mauritius,MUS,01/09/2021,1564974,816020,748954,0,1273931,64.05527458
12949,Mauritius,MUS,09/09/2021,1591414,828108,763306,0,1273931,65.00414858
12950,Mauritius,MUS,15/09/2021,1625865,842642,783223,0,1273931,66.14502669
12951,Mauritius,MUS,22/09/2021,1633952,846158,787794,0,1273931,66.4210228
12952,Mauritius,MUS,30/09/2021,1655555,855866,799689,2,1273931,67.18307349
12953,Mauritius,MUS,07/10/2021,1686047,870130,815917,6,1273931,68.30275737
12954,Mauritius,MUS,14/10/2021,1713794,881907,831887,0,1273931,69.22721874
12955,Mauritius,MUS,21/10/2021,1725697,891593,834104,4,1273931,69.9875425
12956,Mexico,MEX,15/01/2021,417375,415417,1958,1233,130715109,0.317803354
12957,Mexico,MEX,16/01/2021,463246,461025,2221,1260,130715109,0.3526945
12958,Mexico,MEX,17/01/2021,472142,468708,3434,1289,130715109,0.358572168
12959,Mexico,MEX,18/01/2021,492529,485983,6546,1267,130715109,0.371787932
12960,Mexico,MEX,19/01/2021,498122,488513,9609,1384,130715109,0.373723439
12961,Mexico,MEX,20/01/2021,501030,489628,11402,1385,130715109,0.374576439
12962,Mexico,MEX,21/01/2021,552335,534317,18018,1423,130715109,0.408764529
12963,Mexico,MEX,22/01/2021,614808,594725,20083,1470,130715109,0.454978009
12964,Mexico,MEX,23/01/2021,618768,596296,22472,1399,130715109,0.456179859
12965,Mexico,MEX,24/01/2021,629626,604441,25185,1379,130715109,0.462410967
12966,Mexico,MEX,25/01/2021,645105,616390,28715,1326,130715109,0.471552221
12967,Mexico,MEX,26/01/2021,652319,621005,31314,1397,130715109,0.4750828
12968,Mexico,MEX,27/01/2021,656044,624730,31314,1455,130715109,0.477932509
12969,Mexico,MEX,28/01/2021,657842,626528,31314,1401,130715109,0.479308019
12970,Mexico,MEX,29/01/2021,662217,630820,31397,1308,130715109,0.482591496
12971,Mexico,MEX,30/01/2021,670307,631298,39009,1228,130715109,0.482957177
12972,Mexico,MEX,31/01/2021,673327,631485,41842,1237,130715109,0.483100236
12973,Mexico,MEX,01/02/2021,675202,631747,43455,1221,130715109,0.483300672
12974,Mexico,MEX,02/02/2021,677539,631791,45748,1151,130715109,0.483334333
12975,Mexico,MEX,03/02/2021,686601,632439,54162,1266,130715109,0.483830067
12976,Mexico,MEX,04/02/2021,695088,634346,60742,1229,130715109,0.485288965
12977,Mexico,MEX,05/02/2021,700316,636070,64246,1135,130715109,0.486607864
12978,Mexico,MEX,06/02/2021,710198,637098,73100,1068,130715109,0.487394307
12979,Mexico,MEX,07/02/2021,713517,637681,75836,1020,130715109,0.487840315
12980,Mexico,MEX,08/02/2021,717820,638391,79429,1027,130715109,0.488383481
12981,Mexico,MEX,10/02/2021,724707,640115,84592,1052,130715109,0.48970238
12982,Mexico,MEX,11/02/2021,725447,640115,85332,947,130715109,0.48970238
12983,Mexico,MEX,12/02/2021,726002,640115,85887,871,130715109,0.48970238
12984,Mexico,MEX,13/02/2021,726313,640125,86188,908,130715109,0.48971003
12985,Mexico,MEX,15/02/2021,749682,663484,86198,753,130715109,0.507580191
12986,Mexico,MEX,16/02/2021,915383,829185,86198,766,130715109,0.634345185
12987,Mexico,MEX,17/02/2021,1058139,958473,99666,796,130715109,0.733253414
12988,Mexico,MEX,19/02/2021,1574158,1155227,418931,733,130715109,0.883774652
12989,Mexico,MEX,20/02/2021,1656304,1210886,445418,671,130715109,0.92635504
12990,Mexico,MEX,21/02/2021,1689158,1236103,453055,711,130715109,0.945646612
12991,Mexico,MEX,22/02/2021,1733404,1277187,456217,605,130715109,0.977076797
12992,Mexico,MEX,23/02/2021,1801156,1336854,464302,714,130715109,1.022723395
12993,Mexico,MEX,24/02/2021,1900784,1425395,475389,718,130715109,1.090459252
12994,Mexico,MEX,25/02/2021,2088813,1562401,526412,593,130715109,1.195271925
12995,Mexico,MEX,26/02/2021,2271032,1708721,562311,592,130715109,1.307210018
12996,Mexico,MEX,27/02/2021,2383411,1818034,565377,571,130715109,1.390836923
12997,Mexico,MEX,28/02/2021,2455095,1889672,565423,563,130715109,1.445641605
12998,Mexico,MEX,01/03/2021,2526863,1959525,567338,580,130715109,1.499080722
12999,Mexico,MEX,02/03/2021,2583435,2012853,570582,572,130715109,1.539877842
13000,Mexico,MEX,03/03/2021,2633580,2043941,589639,573,130715109,1.563660862
